"Timestamp","RuleTitle","Level","Computer","Channel","EventID","RecordID","Details","ExtraFieldInfo","RuleID"
"2026-04-13 16:31:25.480 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1297,"Proc: C:\Windows\System32\ApplicationFrameHost.exe ¦ PID: 7980 ¦ PGUID: 3AA4710A-5B85-69DD-C400-000000001E00","RuleName: - ¦ User: W10PRO\ucjc ¦ UtcTime: 2026-04-13 21:31:25.470","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.480 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1299,"Proc: C:\Windows\System32\ctfmon.exe ¦ PID: 4384 ¦ PGUID: 3AA4710A-5B56-69DD-5F00-000000001E00","RuleName: - ¦ User: W10PRO\ucjc ¦ UtcTime: 2026-04-13 21:31:25.470","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.480 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1300,"Proc: C:\Windows\System32\sihost.exe ¦ PID: 3320 ¦ PGUID: 3AA4710A-5B56-69DD-5300-000000001E00","RuleName: - ¦ User: W10PRO\ucjc ¦ UtcTime: 2026-04-13 21:31:25.470","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.538 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1301,"Proc: C:\Windows\System32\taskhostw.exe ¦ PID: 4108 ¦ PGUID: 3AA4710A-5B56-69DD-5800-000000001E00","RuleName: - ¦ User: W10PRO\ucjc ¦ UtcTime: 2026-04-13 21:31:25.532","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.546 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1302,"Proc: C:\Windows\System32\RuntimeBroker.exe ¦ PID: 3544 ¦ PGUID: 3AA4710A-5B83-69DD-C200-000000001E00","RuleName: - ¦ User: W10PRO\ucjc ¦ UtcTime: 2026-04-13 21:31:25.532","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.546 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1304,"Proc: C:\Windows\System32\RuntimeBroker.exe ¦ PID: 436 ¦ PGUID: 3AA4710A-5B58-69DD-7300-000000001E00","RuleName: - ¦ User: W10PRO\ucjc ¦ UtcTime: 2026-04-13 21:31:25.532","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.549 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1306,"Proc: C:\Windows\System32\RuntimeBroker.exe ¦ PID: 5332 ¦ PGUID: 3AA4710A-5B58-69DD-7600-000000001E00","RuleName: - ¦ User: W10PRO\ucjc ¦ UtcTime: 2026-04-13 21:31:25.532","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.561 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1310,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 3832 ¦ PGUID: 3AA4710A-5B57-69DD-6D00-000000001E00","RuleName: - ¦ User: W10PRO\ucjc ¦ UtcTime: 2026-04-13 21:31:25.548","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.597 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1320,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 792 ¦ PGUID: 3AA4710A-5B56-69DD-5400-000000001E00","RuleName: - ¦ User: W10PRO\ucjc ¦ UtcTime: 2026-04-13 21:31:25.595","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.612 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1323,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 3068 ¦ PGUID: 3AA4710A-5B56-69DD-5500-000000001E00","RuleName: - ¦ User: W10PRO\ucjc ¦ UtcTime: 2026-04-13 21:31:25.610","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.670 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1328,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 3168 ¦ PGUID: 3AA4710A-5BD4-69DD-DE00-000000001E00","RuleName: - ¦ User: W10PRO\ucjc ¦ UtcTime: 2026-04-13 21:31:25.657","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.684 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1363,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 1176 ¦ PGUID: 3AA4710A-5B55-69DD-1A00-000000001E00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-13 21:31:25.673","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.713 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1364,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 1748 ¦ PGUID: 3AA4710A-5DBC-69DD-EA01-000000001E00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-13 21:31:25.704","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.714 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1365,"Proc: C:\Windows\System32\SecurityHealthService.exe ¦ PID: 6344 ¦ PGUID: 3AA4710A-5BD6-69DD-FA00-000000001E00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-13 21:31:25.704","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.721 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1366,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 9100 ¦ PGUID: 3AA4710A-5BE5-69DD-0F01-000000001E00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-13 21:31:25.704","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.776 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1367,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 1796 ¦ PGUID: 3AA4710A-6051-69DD-7802-000000001E00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-13 21:31:25.766","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.805 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1368,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 3152 ¦ PGUID: 3AA4710A-5BD3-69DD-D700-000000001E00","RuleName: - ¦ User: NT AUTHORITY\Servicio de red ¦ UtcTime: 2026-04-13 21:31:25.798","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.819 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1369,"Proc: C:\Windows\System32\AggregatorHost.exe ¦ PID: 5252 ¦ PGUID: 3AA4710A-5B58-69DD-7500-000000001E00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-13 21:31:25.814","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:25.838 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1370,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 2916 ¦ PGUID: 3AA4710A-5B55-69DD-4100-000000001E00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-13 21:31:25.830","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:26.854 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1371,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 6136 ¦ PGUID: 3AA4710A-5B5C-69DD-9800-000000001E00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-13 21:31:26.845","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:26.884 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1373,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 9092 ¦ PGUID: 3AA4710A-5F7A-69DD-4702-000000001E00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-13 21:31:26.876","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:26.887 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1374,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 2564 ¦ PGUID: 3AA4710A-5B55-69DD-4A00-000000001E00","RuleName: - ¦ User: NT AUTHORITY\SERVICIO LOCAL ¦ UtcTime: 2026-04-13 21:31:26.876","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:26.887 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1375,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 2224 ¦ PGUID: 3AA4710A-5B55-69DD-4800-000000001E00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-13 21:31:26.876","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:26.889 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1376,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 6912 ¦ PGUID: 3AA4710A-5B85-69DD-C800-000000001E00","RuleName: - ¦ User: NT AUTHORITY\SYSTEM ¦ UtcTime: 2026-04-13 21:31:26.876","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:26.898 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1377,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 8084 ¦ PGUID: 3AA4710A-5BCE-69DD-D600-000000001E00","RuleName: - ¦ User: NT AUTHORITY\SERVICIO LOCAL ¦ UtcTime: 2026-04-13 21:31:26.891","02353fdd-522c-48f8-9243-28d4830ebc1e"
"2026-04-13 16:31:26.906 -05:00","Proc Terminated","info","W10PRO","Sysmon",5,1378,"Proc: C:\Windows\System32\svchost.exe ¦ PID: 2832 ¦ PGUID: 3AA4710A-5B55-69DD-3F00-000000001E00","RuleName: - ¦ User: NT AUTHORITY\Servicio de red ¦ UtcTime: 2026-04-13 21:31:26.891","02353fdd-522c-48f8-9243-28d4830ebc1e"
